ComponentEventTemplate	Label	Count
kernel MOSAL(1) : file_pgoff = 0xa0e4	-	4
kernel <ffffffff80131812>{schedule_tail+55} <ffffffff80110d17>{child_rip+8}	-	2
kernel Enabling unmasked SIMD FPU exception support... done.	-	1
kernel VIPKL(1) : [create_mr] MM_000000000000000	-	1
postfix/cleanup 5B7D6518100 : message-id = <20051213180924.5B7D6518100@tbird-#206#>	-	1
postfix/cleanup B0106518E93 : message-id = <20060228000401.B0106518E93@tbird-#206#>	-	1
time.c Lost <*> timer tick(s)! <4>Warning : kfree_skb on hard IRQ ffffffff802b4ea5	-	3
kernel MOSAL(1) : file_pgoff = 0x876d	-	1
kernel MOSAL(1) : file_pgoff = 0xde74	-	1
postfix/cleanup 56DDAAC4074 : message-id = <20060426032607.56DDAAC4074@tbird-#2124#>	-	1
postfix/cleanup F0595F200A9 : message-id = <20060630044253.F0595F200A9@#56#.#207#>	-	1
slot101:10.100.253.143 ibstatmon Ism : MAD Send Get Port Info Failed for : Spine <*> (port <*>	-	18
kernel MOSAL(1) : file_pgoff = 0x2d503	-	2
kernel CPU : Physical Processor ID : <*>	-	2
kernel MOSAL(1) : file_pgoff = 0xb5a8	-	3
postfix/cleanup 6E94315DC44 : message-id = <20060508100239.112E915DD74@#2408#>	-	1
postfix/cleanup D88489B2CC : message-id = <20060119110203.D88489B2CC@#1103#>	-	1
kernel MOSAL(1) : file_pgoff = 0x1f2db	-	1
kernel MOSAL(1) : file_pgoff = 0x2d268	-	1
postfix/cleanup A1808F20131 : message-id = <20060407155801.A1808F20131@#56#.#207#>	-	1
kernel <ffffffff8014226c>{process_timeout+0} <ffffffff8019f656>{ep_poll+254}	-	1
ACPI <*> <*> PCI Root Bridge [PCI0] (00 : 00)	-	4
kernel MOSAL(1) : file_pgoff = 0x2d7b1	-	2
ib_sm [ib_sm.c : 1080] : priority = <*>	-	1
kernel MOSAL(1) : file_pgoff = 0xcc1e	-	2
postfix/cleanup 7C09FF200A2 : message-id = <20060618172305.7C09FF200A2@#56#.#207#>	-	1
kernel THH(4) : mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/third_party/thca4_linux/kernel/mlxhh/thh/obj_host_amd64_custom1_rhel4/mod_thh/tptm.c[263] : reserve_mtt_segs : Cannot reserve <*> MTT segments (148 dynamic MTT segments lxhh/thh/obj_host_amd64_custom1_rhel4/mod_thh/tptm.c[263] : reserve_mtt_segs : Cannot reserve <*> MTT segments (148 dynamic MTT segments left)	-	1
kernel MOSAL(1) : file_pgoff = 0xaec9	-	2
postfix/cleanup EDD88AC4073 : message-id = <20060324155346.EDD88AC4073@tbird-#2124#>	-	1
kernel MOSAL(1) : file_pgoff = 0x2d281	-	1
kernel MOSAL(1) : file_pgoff = 0xfbbb	-	1
kernel VIPKL(1) : mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/third_party/thca4_linux/kernel/vip/obj_host_amd64_custom1_rhel4/mod1d02080 :	-	1
kernel MOSAL(1) : file_pgoff = 0x14652	-	1
kernel MOSAL(1) : file_pgoff = 0x2a9608a	-	13
"kernel dcdbas : no version for "" struct_module "" found : kernel tainted."	-	143
kernel MOSAL(1) : file_pgoff = 0x2d362	-	4
postfix/cleanup 485FF864ABE : message-id = <20060412230703.485FF864ABE@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x9ad8	-	6
postfix/cleanup 4A9F1864ABE : message-id = <20060605101530.4A9F1864ABE@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x2d5ca	-	22
postfix/cleanup B52A0518CDD : message-id = <20060331065534.B52A0518CDD@tbird-#206#>	-	1
kernel MOSAL(1) : file_pgoff = 0x2d659	-	3
snmpd read_config_store open failure on /var/net-snmp/snmpd.conf	-	1
postfix/cleanup 17BABF200E0 : message-id = <20060423172803.17BABF200E0@#56#.#207#>	-	1
httpd httpd startup succeeded	-	11
postfix/cleanup 375D1864ABE : message-id = <20060704205308.375D1864ABE@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x1e1e9	-	1
kernel MOSAL(1) : file_pgoff = 0x2d50d	-	6
smartd Unable to register device /dev/sda (no Directive -d removable). Exiting.	-	311
kernel MOSAL(1) : file_pgoff = 0xcf26	-	1
ib_mgr.x [INFO] : ib_sm.x created , pid = <*>	-	61
kernel MOSAL(1) : file_pgoff = 0x2cef9	-	1
kernel MOSAL(4) : mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/third_party/thca4_linux/kernel/mlxsys/obj_host_amd64_ctx = <*>	-	1
postfix/cleanup D7DCFF20098 : message-id = <20060624050757.D7DCFF20098@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x11423	-	2
kernel MOSAL(1) : file_pgoff = 0x10b34	-	1
postfix/cleanup 7A11CF20137 : message-id = <20060407070103.7A11CF20137@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x2d4df	-	4
kernel MOSAL(1) : file_pgoff = 0x2d3ee	-	10
kernel fs_client : async cb_cancel_multi (target_mgr 0x040038da11df0002(FM)) failed : 0x3aad (fm_client : rpc/network failure (translated))	-	6
rz [#2761#] no.name/ZMODEM : got error	-	3
kernel MOSAL(1) : file_pgoff = 0x16f02	-	51
postfix/cleanup 462D7AC4073 : message-id = <20060408183908.462D7AC4073@tbird-#2124#>	-	1
kernel MOSAL(1) : file_pgoff = 0x2d481	-	7
postfix/cleanup 1A651F200A6 : message-id = <20060624140309.1A651F200A6@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0xc299	-	1
cpu 0 cold low <*> , high <*> , batch <*>	-	41
eth1 <*> <*> no IPv6 routers present	-	5
smartd Device : /dev/sda , SMART Failure : HARDWARE IMPENDING FAILURE TOO MANY BLOCK REASSIGNS	-	68
postfix/cleanup 7E413AC4074 : message-id = <20060506105134.7E413AC4074@tbird-#2124#>	-	1
kernel <ffffffff8022930f>{tty_read+221} <ffffffff80179dbd>{vfs_read+208}	-	1
kernel MOSAL(1) : file_pgoff = 0x958b	-	3
su <*> : krb5_get_init_creds_password(krbtgt/#24#@#24#) returned -1765328353 ( <*> rypt integrity check failed)	-	9
postfix/cleanup C3583F20099 : message-id = <20060420020749.C3583F20099@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x1a1e2	-	56
kernel MOSAL(1) : file_pgoff = 0xfff9	-	1
kernel <ffffffff8018901a>{sys_select+820} <ffffffff80110056>{system_call+126}	-	2
kernel MOSAL(1) : file_pgoff = 0x2d84c	-	1
distccd job complete	-	214
kernel <*> <*> no floppy controllers found	-	4141
postfix/cleanup 1DF8FF200A5 : message-id = <20060421144603.1DF8FF200A5@#56#.#207#>	-	1
postfix/cleanup 0176A864ABE : message-id = <20060418180703.0176A864ABE@#56#.#207#>	-	1
postfix/cleanup 117C0AC407A : message-id = <20060516041904.117C0AC407A@tbird-#2124#>	-	1
postfix/qmgr <*> : removed	-	2895
"RT RT : : Ticket = HASH(0x29a2390) Couldn't resolve target '<A href = "" http : //#2116#.#207#/AssetTracker/Asset/Display.html?id = <*> "" > asset text for an1 : an1</a>' into a URI. (/opt/rt3/lib/RT/Ticket_Overlay.pm : 2589)"	-	1
postfix/master <*> <*> <*> <*>	-	1569
kernel MOSAL(1) : file_pgoff = 0x1165b	-	2
postfix/cleanup E8204AC4152 : message-id = <20060516041525.E8204AC4152@tbird-#2124#>	-	1
kernel MOSAL(4) : mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/third_party/thca4_linux/kernel/mlxsys/obj_host_amd64_custom1_rhel4/mlxsys/mosal_mlock.c[1226] : MOSAL_mlock_iobuf : Failed (MT_EAGAIN) priv_mosal_mlock for addr = <*> : dump iobuf at <*> :	-	2
RAMDISK driver initialized <*> RAM disks of <*> size <*> blocksize	-	5
crond <*> : krb5_get_init_creds_password(krbtgt/#24#@#24#) returned <*> <*>	-	1
moab INFO : cannot stat file <*> , errno : <*> (No such file or directory)	-	9
postfix/cleanup 11513F200A9 : message-id = <20060406042803.0B43FF20126@#56#.#207#>	-	1
crond (root) CMD (/projects/tbird/temps/get_temps c)	-	413
sshd debug2 : channel <*> : read< = <*> rfd <*> len -1	-	1
postfix/cleanup C78B9AC4176 : message-id = <20060516041527.C78B9AC4176@tbird-#2124#>	-	1
postfix/cleanup 0D770518A40 : message-id = <20060404194822.0D770518A40@tbird-#206#>	-	1
kernel LustreError : <*> : <*> : <*> : <*> : <*> Deleting packet type <*> len <*> <*> <*> <*> <*>	-	1238
kernel MOSAL(1) : file_pgoff = 0xf867	-	1
postfix/cleanup B1DC7AC407C : message-id = <20060420195812.B1DC7AC407C@tbird-#2124#>	-	1
postfix/cleanup 91669F20131 : message-id = <20060407200701.91669F20131@#56#.#207#>	-	1
kernel rip <*>	-	108
postfix/cleanup 57FAAF20099 : message-id = <20060703021251.57FAAF20099@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x1d69d	-	1
ib_sm [ib_sm_discovery.c : 164] : Failed to discover port - GUID = <*> : <*> : ad : <*> : <*> : <*> : ab : <*> , port = <*>	-	1
kernel MOSAL(1) : file_pgoff = 0x1297c	-	1
ib_sm [ib_sm_sweep.c : <*> : ******************* NEW MASTER POLL *****************	-	1739
kernel MOSAL(1) : mlock_ct = <*>	-	1
kernel <ffffffff802a095f>{sock_sendmsg+271} <ffffffff802dc08d>{tcp_v4_rcv+1761}	-	1
kernel <*> ffffffffa00df0c0	-	2
kernel MOSAL(1) : file_pgoff = 0xe869	-	2
postfix/cleanup C1B1B519528 : message-id = <20051118174509.C1B1B519528@tbird-#206#>	-	1
kernel ttyS0 at I/O 0x3f8 (irq = 4) is a <*>	-	4108
postfix/cleanup 85B94F2012E : message-id = <20060619014802.85B94F2012E@#56#.#207#>	-	1
postfix/cleanup 93381F200A6 : message-id = <20060624113248.93381F200A6@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x1516f	-	1
kernel MOSAL(1) : file_pgoff = 0x11931	-	1
kernel MOSAL(1) : file_pgoff = 0x8656	-	1
postfix/cleanup BD5E5F200A3 : message-id = <20060613120001.BD5E5F200A3@#56#.#207#>	-	1
ib_sm.x [INFO] : Generate SM <*> trap for GID = <*>	-	6567
kernel MOSAL(1) : file_pgoff = 0x1671b	-	3
postfix/cleanup <*> : message-id = <20060303122710.29852518989@tbird-#206#>	-	1
kernel MOSAL(1) : file_pgoff = 0x1acc6	-	1
postfix/cleanup F1601F20126 : message-id = <20060406104902.EDFD6F20131@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x12ed6	-	1
postfix/cleanup 9C43ADE3F5 : message-id = <20060119110212.9C43ADE3F5@#1712#>	-	1
kernel MOSAL(1) : file_pgoff = 0x12064	-	1
kernel MOSAL(1) : file_pgoff = 0x2cf1e	-	2
RT DBD : : mysql : : st execute failed : Duplicate entry ' <*> <*> for key <*> at /usr/lib/perl5/site_perl/5.8.5/DBIx/SearchBuilder/Handle.pm line 492. (/usr/lib/perl5/site_perl/5.8.5/DBIx/SearchBuilder/Handle.pm : 492)	-	51
kernel MOSAL(4) : mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/third_party/thca4_linux/kernel/mlxsys/obj_host_amd64_custom1_rhel4/mlxsys/mosal_mlock.c[1226] : MOSAL_mlock_iobuf : Failed (MT_EAGAIN) priv_mosal_mlock for addr = 0xrm = READ | WRITE	-	1
kernel MOSAL(1) : file_pgoff = 0x1d736	-	1
kernel usbcore : registered new driver hiddev	-	4105
kernel MOSAL(1) : file_pgoff = 0x2d5a5	-	5
kernel MOSAL(1) : file_pgoff = 0x88ea	-	1
postfix/cleanup A877AF200A3 : message-id = <20060304163005.A877AF200A3@#56#.#207#>	-	1
RT About to think about scrips for transaction <*>	-	8256
kernel MOSAL(1) : file_pgoff = 0x2d74c	-	1
pbs_mom sister could not communicate (15059) in <*> , job_start_error from node <*> in job_start_error	-	156
kernel MOSAL(1) : file_pgoff = 0x1d713	-	1
postfix/cleanup 400213B8006 : message-id = <20060526120000.400213B8006@tbird-#2837#>	-	1
postfix/cleanup EA337F20131 : message-id = <20060508170749.EA337F20131@#56#.#207#>	-	1
kernel LustreError : A timeout occurred sending data to <*> ; the network or that node may be down.	-	7
kernel MOSAL(1) : file_pgoff = 0x7d5e	-	1
anacron Normal exit <*> jobs run)	-	3
kernel MOSAL(1) : file_pgoff = 0xde0b	-	2
kernel MOSAL(1) : file_pgoff = 0x18650	-	2
postfix/cleanup 4C0427F428F : message-id = <20060615100203.4C0427F428F@#2116#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0xc506	-	1
kernel <*> <*> <*> <*> idx = <*> mapped at fffdd000	-	2
kernel MOSAL(4) : mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/third_party/thca4_linux/kernel/mlxsys/obj_host_amd64_custom1_rhel4/mlxsys/mosal_mlock.c[1226] : MOSAL_mlock_0010061daf740	-	1
kernel MOSAL(1) : file_pgoff = 0x777d	-	1
kernel MOSAL(1) : file_pgoff = 0x2d48a	-	2
postfix/cleanup C38FA5193D7 : message-id = <20051117042811.C38FA5193D7@tbird-#206#>	-	1
kernel MOSAL(1) : file_pgoff = 0x358a4	-	81
kernel MOSAL(1) : file_pgoff = 0x12b8a	-	1
kernel MOSAL(1) : file_pgoff = 0x2d083	-	1
kernel MOSAL(1) : file_pgoff = 0xcef9	-	12
login <*> : keytab : /etc/v5srvtab	-	2
ib_sm.x [INFO] : Transitioning to Master , DB was not synchronized with previous Master Guid <*>	-	65
su <*> : authenticating <*> to 'krbtgt/#24#@#24#'	-	109
postfix/cleanup 9D14EF200A5 : message-id = <20060421090703.9D14EF200A5@#56#.#207#>	-	1
postfix/cleanup 6BAE7518967 : message-id = <20060222234326.6BAE7518967@tbird-#206#>	-	1
kernel MOSAL(1) : file_pgoff = 0x112d9	-	1
audit(1141838870.574:0) <*> <*> <*> <*> avc : denied { getattr } for pid = <*> comm = ntpd path = /dev/null dev = ram0 ino = <*> scontext = user_u : system_r : ntpd_t tcontext = system_u : object_r : file_t tclass = chr_file	-	1
kernel MOSAL(1) : file_pgoff = 0x13c7b	-	7
kernel MOSAL(1) : file_pgoff = 0x9f67	-	1
kernel MOSAL(1) : file_pgoff = 0x1130b	-	1
postfix/cleanup 90E6CF20131 : message-id = <20060427233403.90E6CF20131@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0xca86	-	1
postfix/cleanup E134AAC4078 : message-id = <20060703232441.E134AAC4078@tbird-#2124#>	-	1
dhcpd DHCPREQUEST for <*> <*> <*> <*> from <*> : <*> : <*> : <*> : <*> <*> <*> via eth1 : unknown lease <*> .	-	3409
kernel Copyright (c) 1999-2005 LSI Logic Corporation	-	3900
kernel MOSAL(1) : file_pgoff = 0x2d42b	-	2
kernel MOSAL(1) : file_pgoff = 0x138c8	-	3
kernel MOSAL(1) : file_pgoff = 0xcff5	-	1
kernel MOSAL(1) : file_pgoff = 0x2d6f7	-	1
kernel MOSAL(1) : file_pgoff = 0x142a8	-	1
kernel - key was been created <*> seconds in future	-	1
kernel MOSAL(1) : file_pgoff = 0x1a344	-	1
kernel MOSAL(1) : file_pgoff = 0x1a194	-	1
kernel MOSAL(1) : file_pgoff = 0xe009	-	2
kernel MOSAL(1) : file_pgoff = 0xb276	-	1
postfix/cleanup 609B9F2009C : message-id = <20060628003745.609B9F2009C@#56#.#207#>	-	1
ib_sm [ib_sm_discovery.c : 1050] : _ib_smDiscoverPort(port = 21)	-	24
kernel MOSAL(1) : file_pgoff = 0x1d4e0	-	1
kernel MOSAL(1) : file_pgoff = 0x14bd4	-	1
slot101:10.100.253.146 plugnplay Osa : Leaf <*> is reporting fiber latch fault condition on port <*>	-	334
Console <*> <*> <*>	-	2
kernel <ffffffff801319f1>{try_to_wake_up+734} <ffffffff80132fa7>{__wake_up_common+67}	-	5
kernel MOSAL(1) : file_pgoff = 0xa08b	-	1
kernel Free swap : <*> <*> <*> batch <*>	-	2
ib_sm [ib_sm_discovery.c : 1050] : _ib_smDiscoverPort(port = 9)	-	45
kernel MOSAL(1) : file_pgoff = 0x2d675	-	6
smokeping Restarting due to HUP signal.	-	3
kernel MOSAL(1) : file_pgoff = 0x160f6	-	1
kernel MOSAL(1) : file_pgoff = 0x8d97	-	4
kernel Node <*> Normal : sent : 7323648kB pages_scanned : <*> all_unreclaimable? no	-	1
kernel MOSAL(1) : file_pgoff = 0x19328	-	1
kernel Kernel command line : ro root = LABEL = <*> tsc console = tty0 console = ttyS0 , <*> rhgb quiet	-	3488
postfix/cleanup 115C6518989 : message-id = <20060303122514.115C6518989@tbird-#206#>	-	1
kernel MOSAL(1) : file_pgoff = 0xc102	-	39
kernel MOSAL(1) : file_pgoff = 0x1a88f	-	1
kernel MOSAL(1) : file_pgoff = 0x1ae7e	-	1
postfix/cleanup 9BBF8F200A5 : message-id = <20060422014903.9BBF8F200A5@#56#.#207#>	-	1
postfix/cleanup 4242D518F19 : message-id = <20060228000406.4242D518F19@tbird-#206#>	-	1
postfix/cleanup 2CA0A5192FE : message-id = <20051116154508.2CA0A5192FE@tbird-#206#>	-	1
pbs_mom Operation now in progress (115) in obit_reply , DIS_reply_read failed , rc = <*> sock = <*>	-	51
postfix/cleanup A6C1FF20085 : message-id = <20060705194804.A6C1FF20085@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0xd1d0	-	1
ib_sm [ib_sm.c : 1082] : lmc = <*>	-	1
postfix/cleanup 2AD83F200C6 : message-id = <20060526123427.2AD83F200C6@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x15c01	-	1
postfix/cleanup BF530F20131 : message-id = <20060509070601.BF530F20131@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0xb480	-	1
kernel h : 12kB active : 0kB inactive : 0kB present : 16384kB pages_scanned : <*> all_unreclaimable? yes	-	1
kernel MOSAL(1) : file_pgoff = 0x19337	-	1
kernel MOSAL(1) : file_pgoff = 0x1f8fc	-	1
postfix/cleanup A02F0F20096 : message-id = <20060620182300.A02F0F20096@#56#.#207#>	-	1
postfix/cleanup 3D13DF200A9 : message-id = <20060423012503.3D13DF200A9@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0xac80	-	1
kernel MOSAL(1) : file_pgoff = 0x2d620	-	1
postfix/cleanup CA23AAC4073 : message-id = <20060331001252.CA23AAC4073@tbird-#2124#>	-	1
kernel MOSAL(1) : file_pgoff = 0x2d787	-	1
kernel MOSAL(1) : file_pgoff = 0x2d8d4	-	1
postfix/cleanup 9B5B4AC4073 : message-id = <20060513200537.9B5B4AC4073@tbird-#2124#>	-	1
kernel 000001018f5377f0 00000000000079a0	-	1
postfix/cleanup 6E671F200A8 : message-id = <20060710223341.6E671F200A8@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x14341	-	1
kernel MOSAL(1) : file_pgoff = 0x135de	-	1
kernel MOSAL(1) : file_pgoff = 0x1d783	-	1
postfix/cleanup 04B2551861E : message-id = <20051111181511.04B2551861E@tbird-#206#>	-	1
kernel pan_ips : error -- cmd logout , 0x2399 (pan_sock : connection reset by peer) , err_loc = <*> , rhel_4_amd64/release/build/panfs/ips/pan_ips_cmd.c : <*>	-	165
postfix/cleanup A9DF4F200A8 : message-id = <20060711013316.A9DF4F200A8@#56#.#207#>	-	1
kernel Call Trace : <ffffffff80134e39>{default_wake_function+0} <ffffffffa05e7051>{ : ptlrpc : ptlrpc_main+2714}	-	6
Node 0 Normal 534*4kB 115*8kB 22*16kB 1*32kB 0*64kB 0*128kB 0*256kB 0*512kB 0*1024kB 0*2048kB 0*4096kB = 3440kB	-	1
slot106:10.100.253.135 ibstatmon Mad Util Send Timeout : LID : <*> QP : <*> timeout = <*>	-	2
kernel MOSAL(1) : file_pgoff = 0x12877	-	1
kernel MOSAL(1) : file_pgoff = 0x8119	-	1
kernel MOSAL(1) : file_pgoff = 0xAL(1) : page_shift = <*>	-	1
postfix/cleanup BC7C0F2012E : message-id = <20060622071846.BC7C0F2012E@#56#.#207#>	-	1
pciehp Both _OSC and OSHP methods do not exist	-	1
kernel MOSAL(1) : file_pgoff = 0x2d61b	-	1
kernel Node <*> Normal : 55430*4kB 0*8kB 0*16kB 0*32kB 0*64kB 0*128kB 0*256kB 0*512kB 0*1024kB 0*2048kB 0*4096unreclaimable? no	-	1
kernel MOSAL(1) : file_pgoff = 0x10ab1	-	26
kernel MOSAL(1) : file_pgoff = 0xf0d6	-	1
postfix/cleanup A6B8BF20131 : message-id = <20060428010702.A6B8BF20131@#56#.#207#>	-	1
postfix/cleanup E17EAF2009E : message-id = <20060419234902.E17EAF2009E@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x2a10f	-	45
kernel MOSAL(1) : ref_iobuf = <*> 0xb5d6	-	1
postfix/cleanup E564DF200A2 : message-id = <20060618231311.E564DF200A2@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0xe13f	-	1
ib_sm [ib_sm_discovery.c : 1149] : Failed discover node test , node <*> : <*> : ad : <*> : <*> : <*> : <*> : <*> , port_num = <*> , error code <*>	-	52761
kernel MOSAL(1) : file_pgoff = 0x1671a	-	35
postfix/cleanup 267DCF20126 : message-id = <20060405141525.267DCF20126@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x2d5f1	-	4
postfix/cleanup 4E430F200C6 : message-id = <20060423080404.4E430F200C6@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x1ac91	-	2
postfix/cleanup A3F79AC40B3 : message-id = <20060502160623.A3F79AC40B3@tbird-#2124#>	-	1
kernel MOSAL(1) : file_pgoff = 0x96ed	-	1
kernel MOSAL(1) : file_pgoff = 0x2d180	-	1
CROND (#1867#) CMD (/home/#1867#/SCRIPTS/counters.cron1 ; ibrc)	-	1
postfix/cleanup EB4C8F200A9 : message-id = <20060423001902.EB4C8F200A9@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0xcdb8	-	13
kernel MOSAL(1) : file_pgoff = 0x2d591	-	5
audit(1141925058.749:0) <*> <*> <*> <*> avc : denied { read } for pid = <*> comm = ntpdate path = /tmp/product/.buildstamp dev = ramfs ino = <*> scontext = user_u : system_r : ntpd_t tcontext = system_u : object_r : ramfs_t tclass = file	-	1
kernel MOSAL(1) : file_pgoff = 0x76a9	-	1
mount mount : none already mounted or /sys busy	-	399
kernel MOSAL(1) : file_pgoff = 0x2d687	-	38
kernel MOSAL(1) : file_pgoff = 0x2d4d5	-	1
postfix/cleanup 1F6A1F200A2 : message-id = <20060617131310.1F6A1F200A2@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x2cec4	-	1
postfix/cleanup 93E5EF200A7 : message-id = <20060710021750.93E5EF200A7@#56#.#207#>	-	1
postfix/cleanup 8C060F20126 : message-id = <20060426195803.8C060F20126@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0xcc47	-	1
kernel MOSAL(1) : file_pgoff = 0x1cc67	-	2
crond (root) CMD (ssh tbird-sm1 /home/#1867#/SCRIPTS/counters.cron1)	-	13
logger Kickstart Install : oneSIS RPM	-	408
postfix/cleanup 88FEDF20097 : message-id = <20060702025749.88FEDF20097@#56#.#207#>	-	1
postfix/cleanup DA22AF20131 : message-id = <20060327204919.C82C8F20132@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0xec6b	-	1
ib_sm [ib_sm_discovery.c : 752] : switch lid change , node - GUID = <*> : <*> : 6a : <*> : <*> : <*> : <*> : bc , port = <*> , neighbor (nil) , changing lid from <*> , back to original <*>	-	1
kernel MOSAL(1) : file_pgoff = 0x2d5e4	-	1
postfix/cleanup 4FA6D518A32 : message-id = <20060331061721.4FA6D518A32@tbird-#206#>	-	1
kernel = 11832kB	-	2
kernel MOSAL(1) : file_pgoff = 0xf8ed	-	2
kernel MOSAL(1) : file_pgoff = 0x29ed2	-	2
logger <*> <*> <*> <*>	-	308
kernel MOSAL(1) : file_pgoff = 0x1ef65	-	1
postfix/cleanup EF667F20133 : message-id = <20060626103744.EF667F20133@#56#.#207#>	-	1
kernel fs_client : end_write_length > pannode->attribs.cached_length (15512116 > 15233668)	-	1
kernel MOSAL(1) : mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/third_party/thca4_linux/kernel/mlxsys/obj_host_amd64_custom1_rhel4/mlxsys/mosal_iobuf.c[126] : dump iobuf at 000001018feea dump iobuf at 00000101a0f67d00 :	-	1
kernel MOSAL(1) : file_pgoff = 0xe7b4	-	1
ide Assuming 33MHz system bus speed for PIO modes ; override with idebus = xx	-	1
su <*> : flag : validate	-	715
kernel MOSAL(1) : file_pgoff = 0x2d677	-	51
postfix/cleanup 20BEFF20092 : message-id = <20060407114525.1D2C8F20131@#56#.#207#>	-	1
kernel MOSAL(1) : physlock for addr = 0x100E1000 size = 0xA000	-	1
kernel MOSAL(1) : file_pgoff = 0x2d530	-	8
kernel MOSAL(1) : file_pgoff = 0xc100	-	4
postfix/cleanup 15EA2518C0E : message-id = <20060531195439.15EA2518C0E@tbird-#206#>	-	1
postfix/cleanup 38A8B51898F : message-id = <20060304111047.38A8B51898F@tbird-#206#>	-	1
kernel panfs exception : at l_supe.c : <*> , 0x2b43 (rmm : Rejecting mount request from client with badly unsynced clock.) , unknown error : (5) , rollback : <*>	-	4
postfix/cleanup 443EBAC4078 : message-id = <20060702100203.443EBAC4078@tbird-#2124#>	-	1
CROND (root) CMD (/usr/bin/mrtg /etc/mrtg/mrtg.cfg)	-	90
kernel MOSAL(1) : file_pgoff = 0x2d71c	-	3
kernel MOSAL(1) : file_pgoff = 0x2cf4b	-	3
kernel MOSAL(1) : file_pgoff = 0x8219	-	1
postfix/cleanup 1C6B8AC4074 : message-id = <20060501002212.1C6B8AC4074@tbird-#2124#>	-	1
