ComponentEventTemplate	Label	Count
postfix/cleanup A13E2F200A7 : message-id = <20060416042503.A13E2F200A7@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x2d63e	-	2
kernel MOSAL(1) : file_pgoff = 0x115f0	-	1
syslog-ng Changing permissions on special file /dev/logsurfer	-	1
postfix/cleanup 80B62E2313 : message-id = <20060119110203.80B62E2313@#1203#>	-	1
kernel MOSAL(1) : file_pgoff = 0x10008	-	1
postfix/cleanup 5F4147F4173 : message-id = <20060703100202.5887A7F4174@#2116#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x13f6a	-	2
sshd <*> : authentication fails for 'root' (#7#@#24#) : User not known to the underlying authentication module (Client not found in Kerberos database)	-	1
kernel 00000101b7355d88 <*> 00000101bca58980 <*>	-	1
kernel MOSAL(1) : file_pgoff = 0x2d6c4	-	2
dhcpd DHCPREQUEST for <*> ( <*> ) from <*> : <*> : <*> : e4 : ca : ec via eth1	-	1
RT JETest <*> (/opt/rt3/lib/RT.pm : 302)	-	2
kernel kpanfs_thpool S 00000101b9b49e98 <*> <*> <*> <*> <*> (L-TLB)	-	1
postfix/cleanup 803BAF20132 : message-id = <20060409124302.803BAF20132@#56#.#207#>	-	1
postfix/cleanup A54CF518E40 : message-id = <20051113121509.A54CF518E40@tbird-#206#>	-	1
ib_sm [ib_sm_bringup.c : 562] : Program port state , node = <*> : <*> : 6a : <*> : <*> : <*> : <*> : cc , port = <*> , current state <*> , neighbor node = <*> : <*> : 6a : <*> : <*> : <*> : <*> : cc , port = <*> , current state <*>	-	10
kernel MOSAL(1) : file_pgoff = 0x2d2ff	-	3
kernel There is already a security framework initialized , register_security failed.	-	4225
postfix/cleanup AEEC9518A5E : message-id = <20060331065421.AEEC9518A5E@tbird-#206#>	-	1
ib_sm [ib_sm_bringup.c : 1030] : Failed to bring port to ACTIVE for node = <*> : <*> : ad : <*> : <*> : <*> : 0b : 5c , port = <*> , no response	-	4
kernel MOSAL(1) : file_pgoff = 0x14349	-	15
kernel fs_client : end_write_length > pannode->attribs.cached_length (15340468 > 15065140)	-	1
postfix/cleanup 6755FF200A5 : message-id = <20060421192800.6755FF200A5@#56#.#207#>	-	1
ib_sm [ib_sm_discovery.c : <*> : Failed discover node test , node <*> , port_num = <*> , error code <*>	-	58
postfix/cleanup 8B49251856A : message-id = <20051111181505.8B49251856A@tbird-#206#>	-	1
kernel <ffffffff80135e1a>{release_console_sem+369} <ffffffff80136048>{vprintk+498}	-	1
sshd Received disconnect from : : ffff : <*> : <*> : Disconnect requested by Windows SSH Client.	-	21
kernel MOSAL(1) : file_pgoff = 0x19c07	-	1
postfix/cleanup 5443EAC40E3 : message-id = <20060516041520.5443EAC40E3@tbird-#2124#>	-	1
kernel MOSAL(1) : file_pgoff = 0x1703b	-	1
kernel ehci_hcd <*> : <*> : 1d.7 : irq <*> , pci mem <*>	-	4267
kernel MOSAL(1) : file_pgoff = 0x2d636	-	3
postfix/cleanup 35EF5F200A2 : message-id = <20060618042749.35EF5F200A2@#56#.#207#>	-	1
postfix/cleanup 40879AC408F : message-id = <20060502191933.40879AC408F@tbird-#2124#>	-	1
postfix/cleanup DC3E9F200E0 : message-id = <20060710075244.DC3E9F200E0@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x1fc3d	-	40
kernel MOSAL(1) : file_pgoff = 0x1a277	-	1
postfix/smtp <*> : to = <#26#@#207#> , relay = #211#[#212#] , delay = <*> , status = bounced (host #211#[#212#] said : <*> 5.1.1 <#26#@#207#>... User unknown (in reply to RCPT TO command))	-	467
kernel MOSAL(1) : file_pgoff = 0x11342	-	1
pbs_server execvp : No such file or directory	-	1
crond (#65#) CMD (/home/#65#/salinas/tbird/cron_script.tbird > /home/#65#/salinas/tbird/VOTD/crontab.log 2>&1)	-	1
kernel MOSAL(1) : file_pgoff = 0x1e24c	-	1
kernel MOSAL(1) : file_pgoff = 0x1f8f7	-	1
postfix/cleanup 471C4518C49 : message-id = <20051112194511.471C4518C49@tbird-#206#>	-	1
kernel MOSAL(1) : file_pgoff = 0x2d4ca	-	8
postfix/cleanup 1E0A612D754 : message-id = <20060518015316.1E0A612D754@tbird-#2402#>	-	1
kernel MOSAL(1) : file_pgoff = 0x2d43e	-	5
CROND (root) CMD (/home/#26#/cisco/crtoolkit/bin/new/cron_fabricmap )	-	2
kernel MOSAL(1) : file_pgoff = 0x1f13e	-	1
kernel MOSAL(1) : file_pgoff = 0x2d362	-	3
kernel MOSAL(1) : file_pgoff = 0x2ceff	-	5
kernel MOSAL(1) : file_pgoff = 0x2d5cd	-	5
kernel 00000101bc5107f0 00000000000057c8	-	1
postfix/cleanup 3D58EF20093 : message-id = <20060417122743.3D58EF20093@#56#.#207#>	-	1
postfix/cleanup D0052AC407E : message-id = <20060419163356.D0052AC407E@tbird-#2124#>	-	1
kernel MOSAL(1) : file_pgoff = 0x2d34e	-	40
kernel MOSAL(1) : file_pgoff = 0x2d07b	-	2
kernel <ffffffff801347ee>{autoremove_wake_function+0} <ffffffffa00a65ef>{ : ts_kernel_services : _tsKernelThreadStart+223}	-	1
ib_sm [ib_sm_routing.c : 2517] : Allocating ext_port id <*> for node guid <*> : <*> : ad : <*> : <*> : <*> : <*> <*> ab , port <*>	-	20
kernel <ffffffff8017bd90>{sget+1045} <ffffffff8017c44e>{set_anon_super+0}	-	1
kernel MOSAL(1) : file_pgoff = 0x13f58	-	2
mount 0x23a1 (pan_sock : timeout)	-	17
distccd (dcc_collect_child) cc times : user <*> , system <*> , <*> minflt , <*> majflt	-	269
ib_sm [ib_sm_bringup.c : 581] : Force port (node = <*> : <*> : 6a : <*> : <*> : <*> : <*> : ce , port = <*> , state = 4) to DOWN because (1) 1st sweep or (2) role change.	-	34
kernel e : <*> free : <*> slab : <*> mapped : <*> pagetables : <*>	-	1
kernel MOSAL(1) : file_pgoff = 0x119cf	-	1
postfix/cleanup 1E460518BDE : message-id = <20060228000322.1E460518BDE@tbird-#206#>	-	1
postfix/cleanup B6045F20133 : message-id = <20060626120253.B6045F20133@#56#.#207#>	-	1
dhcpd DHCPREQUEST for <*> ( <*> ) from <*> : <*> : <*> : e3 : bf : dc via eth1	-	2
postfix/cleanup 63A1E519003 : message-id = <20060228000408.63A1E519003@tbird-#206#>	-	1
kernel MOSAL(1) : file_pgoff = 0x1a27d	-	1
kernel MOSAL(1) : file_pgoff = 0x1f3bf	-	76
kernel MOSAL(1) : file_pgoff = 0x8385	-	1
"RT Can't locate object method "" applies_to "" via package "" self "" (perhaps you forgot to load "" self "" ?) at RAS.pm line <*> (/opt/rt3/lib/RT.pm : 317)"	-	3
kernel MOSAL(1) : file_pgoff = 0x2d379	-	1
kernel MOSAL(1) : file_pgoff = 0xe7ca	-	2
postfix/cleanup A8266518172 : message-id = <20060103142004.A8266518172@tbird-#206#>	-	1
kernel MOSAL(1) : file_pgoff = 0x2d0a3	-	1
ntpd can't open /var/lib/ntp/drift.TEMP : Stale NFS file handle	-	20
kernel <*> <*> <*> d <*> <*>	-	1
kernel MOSAL(1) : file_pgoff = 0x13fc4	-	1
kernel panfs mount : Dribble Writes mode is enabled	-	4891
kernel MOSAL(1) : file_pgoff = 0xb727	-	32
fsck [/sbin/fsck.ext3 (1) -- /]	-	1097
postfix/cleanup 2578DF20126 : message-id = <20060425094603.2578DF20126@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0xc534	-	1
postfix/cleanup 201E8518A3B : message-id = <20060403202835.201E8518A3B@tbird-#206#>	-	1
postfix/postdrop warning : mail_queue_enter : create file <*> : Read-only file system	-	528108
kernel 00000101b9b87e88 <*> 000000351a0bcc36 ffffff0000000075	-	1
kernel MOSAL(1) : file_pgoff = 0xcdb2	-	1
kernel MOSAL(1) : file_pgoff = 0x16629	-	1
kernel MOSAL(1) : file_pgoff = 0x83c0	-	1
-- root ROOT LOGIN ON <*>	-	36
kernel MOSAL(1) : file_pgoff = 0xbb63	-	1
postfix/cleanup 54F34F200A2 : message-id = <20060708204749.54F34F200A2@#56#.#207#>	-	1
kernel 00000101bf20e030 <*> 000001000725d840 00000001bfc40410	-	1
postfix/cleanup B593EAC4084 : message-id = <20060501212712.B593EAC4084@tbird-#2124#>	-	1
crond (root) CMD (ssh tbird-sm1 /home/#1867#/SCRIPTS/counters.cron1 )	-	255
kernel MOSAL(1) : file_pgoff = 0x9705	-	1
postfix/cleanup 147A3AC4073 : message-id = <20060528100203.0DB1BAC4078@tbird-#2124#>	-	1
kernel MOSAL(1) : file_pgoff = 0x1a465	-	6
postfix/cleanup BBEC8AC4073 : message-id = <20060417230628.BBEC8AC4073@tbird-#2124#>	-	1
postfix/cleanup B20D3F200A5 : message-id = <20060421134003.B20D3F200A5@#56#.#207#>	-	1
ACPI PCI Interrupt Routing Table <*>	-	34
ib_sm [ib_sm_sweep.c : 1849] : master not active , re-poll , retry count <*> , max retries <*>	-	26
kernel MOSAL(1) : file_pgoff = 0xaec2	-	7
ib_sm [ib_sm_discovery.c : 1050] : _ib_smDiscoverPort(port = 3)	-	20
kernel MOSAL(1) : file_pgoff = 0x2d677	-	61
snmpd <*> <*> <*>	-	5111
postfix/cleanup C27E9F200A2 : message-id = <20060618135831.C27E9F200A2@#56#.#207#>	-	1
dhcpd DHCPREQUEST for <*> ( <*> ) from <*> : <*> : <*> : d5 : da : cc via eth1 : unknown lease <*> .	-	3
kernel MOSAL(1) : file_pgoff = 0x2d4e3	-	1
kernel MOSAL(1) : file_pgoff = 0x15592	-	2
kernel <*> : iomem = no	-	30584
kernel MOSAL(1) : file_pgoff = 0x54b	-	23
postfix/cleanup E61A0518EA1 : message-id = <20051113151508.E61A0518EA1@tbird-#206#>	-	1
kernel MOSAL(1) : file_pgoff = 0x11471	-	1
postfix/cleanup B6462F20096 : message-id = <20060620173321.B6462F20096@#56#.#207#>	-	1
postfix/cleanup 341C3F200A8 : message-id = <20060405000703.30C7DF20126@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x1344f	-	1
moab MSysRegEvent(starting primary moab server , <*> , <*> , 1)	-	1
kernel MOSAL(1) : file_pgoff = 0x1f22d	-	1
postfix/cleanup 1855FF200A3 : message-id = <20060415201247.1855FF200A3@#56#.#207#>	-	1
postfix/cleanup B95AE5181D1 : message-id = <20060120140735.B95AE5181D1@tbird-#206#>	-	1
kernel pan_sam : <*> : error report : failure <*> : <*> osd_op = <*> offset = <*> length = <*> error = 0x63b (OBSD : Capability has expired)	-	72
kernel MOSAL(1) : file_pgoff = 0x17092	-	1
postfix/cleanup 37ABEDE3F7 : message-id = <20060119110206.37ABEDE3F7@#1471#>	-	1
kernel MOSAL(1) : file_pgoff = 0x2d350	-	1
postfix/cleanup 11D80F200A5 : message-id = <20060421035204.11D80F200A5@#56#.#207#>	-	1
postfix/cleanup D642C864ABE : message-id = <20060530191749.D642C864ABE@#56#.#207#>	-	1
postfix/cleanup 361D8AC4099 : message-id = <20060505215804.361D8AC4099@tbird-#2124#>	-	1
snmpd Got trap from peer on fd <*>	-	246184
kernel MOSAL(1) : file_pgoff = 0xcde2	-	1
kernel ACPI : INT_SRC_OVR (bus <*> bus_irq <*> global_irq <*> high level)	-	4380
kernel MOSAL(1) : file_pgoff = 0x1f151	-	3
xinetd FAIL : rsync service_limit from = <*>	-	63804
ib_sm [ib_sm_bringup.c : 629] : Force neighbor port (node = <*> : <*> : 6a : <*> : <*> : <*> : <*> : cd , port = <*> , state = 4) to DOWN because (1) 1st sweep or (2) role change.	-	9
kernel MOSAL(1) : file_pgoff = 0x1dc66	-	4
kernel MOSAL(1) : file_pgoff = 0x1ad68	-	1
postfix/cleanup 0E7C9F2009E : message-id = <20060419222803.0E7C9F2009E@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x14e51	-	5
kernel MOSAL(1) : file_pgoff = 0x2d5f5	-	2
kernel <ffffffff8014226c>{process_timeout+0} <ffffffff8018c9e9>{do_select+749}	-	1
kernel MOSAL(1) : nege_shift = <*>	-	1
kernel MOSAL(1) : file_pgoff = 0x16658	-	1
postfix/cleanup 211F1F20099 : message-id = <20060702234750.211F1F20099@#56#.#207#>	-	1
snmpd Cannot unlink /var/net-snmp/snmpd.conf	-	1
kernel MOSAL(1) : file_pgoff = 0x19e68	-	14
postfix/cleanup CDE57F20131 : message-id = <20060626121805.CDE57F20131@#56#.#207#>	-	1
postfix/cleanup CDEE0AC4074 : message-id = <20060518132417.CDEE0AC4074@tbird-#2124#>	-	1
slot101:10.100.253.146 tSlot Osa : MAX7311 : getPortValue failed port = <*> location = <*> ra = <*>	-	2
kernel MOSAL(1) : file_pgoff = 0x2d399	-	1
postfix/cleanup 04799AC4078 : message-id = <20060607232922.04799AC4078@tbird-#2124#>	-	1
postfix/cleanup 9AAB5734D3 : message-id = <20060119110202.9AAB5734D3@#1043#>	-	1
logger Kickstart : Configure netconsole	-	2
postfix/cleanup 8BF68864ABE : message-id = <20060701093246.8BF68864ABE@#56#.#207#>	-	1
postfix/cleanup B831CF200A8 : message-id = <20060708143745.B831CF200A8@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0xb33d	-	1
sshd Received disconnect from : : ffff : #2353# : <*> : Normal Shutdown.	-	1
kernel MOSAL(1) : file_pgoff = 0x112ac	-	1
ib_sm [ib_sm_assign.c : 568] : Force port to go down due to LID conflict , node - GUID = <*> , port = <*>	-	12
postfix/cleanup 2AF1DF200A9 : message-id = <20060630031806.2AF1DF200A9@#56#.#207#>	-	1
slot106:10.100.253.133 plugnplay Osa : Leaf <*> is reporting fiber latch overcurrent condition on port <*> of the (Invalid Ptr)	-	1
kernel MOSAL(1) : file_pgoff = 0x172fb	-	1
kernel MOSAL(1) : file_pgoff = 0x1a7e7	-	2
kernel MOSAL(1) : iomem = nal_iobuf.c[126] : dump iobuf at 00000101245ed800 :	-	1
postfix/cleanup CCBBEF20097 : message-id = <20060622034306.CCBBEF20097@#56#.#207#>	-	1
postfix/cleanup 46222F200A2 : message-id = <20060708030748.46222F200A2@#56#.#207#>	-	1
postfix/cleanup 2261F7B392 : message-id = <20060119110202.2261F7B392@#1003#>	-	1
kernel MOSAL(1) : file_pgoff = 0x9688	-	1
postfix/cleanup D1D605182FF : message-id = <20051111054724.D1D605182FF@tbird-#206#>	-	1
postfix/cleanup 13607AC407B : message-id = <20060430172313.13607AC407B@tbird-#2124#>	-	1
postfix/cleanup 96FA6F20131 : message-id = <20060407232203.96FA6F20131@#56#.#207#>	-	1
postfix/cleanup D56B2518983 : message-id = <20060228110350.D56B2518983@tbird-#206#>	-	1
kernel MOSAL(1) : file_pgoff = 0x1a2e4	-	8
pbs_mom Inappropriate ioctl for device (25) in open_demux , open_demux : connect <*>	-	312
ib_sm [ib_sm_discovery.c : 1050] : _ib_smDiscoverPort(port = 16)	-	7
postfix/cleanup 279DD518A43 : message-id = <20060404185923.279DD518A43@tbird-#206#>	-	1
ide5 Wait for ready failed before probe !	-	2
kernel MOSAL(1) : p no	-	1
kernel pan_sam : <*> : unable to report I/O error(s) to SM 0x020038da11df0002(SM) : 0x1069 (SM : unspecified internal error)	-	8
postfix/cleanup 1A391AC4074 : message-id = <20060430174748.1A391AC4074@tbird-#2124#>	-	1
kernel <*> <*> <*> <*> avc : denied { write } for pid = <*> comm = ntpdate name = log dev = ram0 ino = <*> scontext = user_u : system_r : ntpd_t tcontext = user_u : object_r : file_t tclass = sock_file	-	395
postfix/cleanup 04961F2009F : message-id = <20060703235252.04961F2009F@#56#.#207#>	-	1
postfix/cleanup 1E60A5181D1 : message-id = <20060120131637.1E60A5181D1@tbird-#206#>	-	1
ib_sm.x [ib_sm_assign.c : 568] : Force port to go down due to LID conflict , node - GUID = <*> , port = <*>	-	1004
sudo root : TTY = unknown ; PWD = /root ; USER = root ; COMMAND = <*> <*> <*> <*> <*> <*>	-	133
postfix/cleanup 27FCF518B56 : message-id = <20060515205029.27FCF518B56@tbird-#206#>	-	1
kernel MOSAL(1) : file_pgoff = 0x9a07	-	12
postfix/cleanup 9DF89F2012E : message-id = <20060624232804.9DF89F2012E@#56#.#207#>	-	1
sudo root : TTY = pts/12 ; PWD = /home/#57#/force10 ; USER = root ; COMMAND = /usr/bin/ssh cadmin1 pwr cn[34 , <*> , <*> , <*> , <*> , <*> , <*> , <*> , 741] off	-	1
ib_sm [ib_sm_discovery.c : 1392] : skipping discovery of node <*> : <*> : 6a : <*> : <*> : <*> : <*> : <*> , port <*> , because neighbor already verified	-	18157
kernel MOSAL(1) : file_pgoff = 0xc910	-	22
kernel pan_ips : error -- worker target read callback , msg send failed , 0x1d7a (IPS : session abort in progress)	-	27
kernel MOSAL(1) : file_pgoff = 0x1ae17	-	1
kernel MOSAL(1) : file_pgoff = 0x1666b	-	1
kernel <*> pages <*> <*> : panfs : pan_sys_thread_launch+0}	-	2
kernel MOSAL(1) : file_pgoff = 0xba36	-	1
kernel MOSAL(1) : file_pgoff = 0x2cf41	-	3
slot101:10.100.253.143 AvpdWorker Correction : This is normal after a software upgrade or after the reboot following a change to the SMA Node Description. If this appears at any other time contact Technical Support	-	2
xinetd bind failed (Address already in use (errno = 98)). service = rsync	-	1
kernel <*> <*> <*> <*> avc : denied { read write } for pid = <*> comm = ntpdate name = tty dev = ram0 ino = <*> scontext = user_u : system_r : ntpd_t tcontext = system_u : object_r : file_t tclass = chr_file	-	366
kernel MOSAL(1) : file_pgoff = 0x1455d	-	1
kernel MOSAL(1) : file_pgoff = 0xcef9	-	11
kernel MOSAL(1) : file_pgoff = 0x11168	-	1
postfix/cleanup B3F7BAC4073 : message-id = <20060414120553.B3F7BAC4073@tbird-#2124#>	-	1
postfix/cleanup 01C29864ABE : message-id = <20060418051303.01C29864ABE@#56#.#207#>	-	1
ib_sm [ib_sm_sweep.c : 393] : IB node <*> : <*> : ad : <*> : <*> : <*> : <*> : cc port <*> is INIT state	-	2
sudo <*> : TTY = <*> ; PWD = <*> ; USER = root ; COMMAND = <*> <*>	-	337
kernel MOSAL(1) : file_pgoff = 0x1a72d	-	4
kernel MOSAL(1) : file_pgoff = 0x29d55	-	1
postfix/cleanup 7E65A864ABE : message-id = <20060414161605.7E65A864ABE@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0xdf7d	-	1
postfix/cleanup 81A99AC4074 : message-id = <20060505092536.81A99AC4074@tbird-#2124#>	-	1
kernel <ffffffff8013334e>{autoremove_wake_function+0} <ffffffff8013334e>{autoremove_wake_function+0}	-	1
postfix/cleanup 141FF864ABF : message-id = <20060415035746.141FF864ABF@#56#.#207#>	-	1
ypbind <*> <*> <*>	-	1
kernel MOSAL(1) : file_pgoff = 0x1a25d	-	1
kernel MOSAL(1) : file_pgoff = 0xbcbf	-	2
gmetad <*> <*> <*>	-	2
kernel MOSAL(1) : file_pgoff = 0x8b55	-	5
logrotate ALERT exited abnormally with [1]	-	217
ib_sm.x [INFO] : IB SM Heartbeat PID = <*>	-	85
postfix/cleanup 78E82518964 : message-id = <20060222232725.78E82518964@tbird-#206#>	-	1
kernel Node <*> DMA free : 11832kB min : 4kB low : 8kB high : 12kB active : 0kB inactive : 0kB pre DMA per-cpu :	-	1
postfix/cleanup 21D3BF20131 : message-id = <20060406163309.21D3BF20131@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x2d20d	-	1
kernel MOSAL(1) : file_pgoff = 0x2d57e	-	7
kernel MOSAL(1) : file_pgoff = 0x19ce0	-	8
postfix/cleanup 61E36F2012E : message-id = <20060624081245.61E36F2012E@#56#.#207#>	-	1
kernel <ffffffff8013ef2e>{run_timer_softirq+385} <ffffffff801347ee>{autoremove_wake_function+0}	-	1
postfix/cleanup 1DBE9518A48 : message-id = <20060331110548.1DBE9518A48@tbird-#206#>	-	1
kernel MOSAL(1) : file_pgoff = 0xc7e2	-	69
postfix/cleanup 15192518A46 : message-id = <20060404190208.15192518A46@tbird-#206#>	-	1
kernel MOSAL(1) : file_pgoff = 0xde82	-	1
postfix/cleanup 6103F5181FE : message-id = <20060126161720.6103F5181FE@tbird-#206#>	-	1
sshd debug3 : channel <*> : close_fds r <*> w <*> e -1 c -1	-	4
kernel MOSAL(1) : file_pgoff = 0x939c	-	1
kernel MOSAL(1) : file_pgoff = 0x1bdbf	-	1
kernel MOSAL(1) : file_pgoff = 0xb009	-	1
kernel MOSAL(1) : file_pgoff = 0xcc26	-	1
postfix/cleanup A05AAAC4073 : message-id = <20060329134719.A05AAAC4073@tbird-#2124#>	-	1
postfix/cleanup 676D69EDF6 : message-id = <20060119110203.56B119EDF3@#1237#>	-	1
kernel MOSAL(1) : file_pgoff = 0xcc80	-	1
postfix/cleanup 97365864ABE : message-id = <20060418190324.97365864ABE@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x6d17	-	5
postfix/cleanup 74088F2013B : message-id = <20060424102502.74088F2013B@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x15148	-	22
kernel <*> : <*> <*> reserve_mtt_segs : Cannot reserve <*> MTT segments <*> dynamic MTT segments left)	-	179036
postfix/cleanup 0E4B1F20132 : message-id = <20060428071305.0E4B1F20132@#56#.#207#>	-	1
ib_port_util.x [INFO] : response_mad.status = <*>	-	488
kernel scsi0 : ERROR on channel <*> , id <*> , lun <*> , CDB : Write (10) <*> <*> d1 <*> <*> <*> <*> <*> <*>	-	4
kernel MOSAL(1) : file_pgoff = 0x2d7dd	-	1
postfix/cleanup 4AFE2F200A8 : message-id = <20060404104525.451CBF20126@#56#.#207#>	-	1
postfix/cleanup ABA85F200A7 : message-id = <20060522135245.ABA85F200A7@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0xe1fa	-	2
/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad poll() timeout	-	1
kernel BIOS-e820 : 00000001ffffe000 - <*> (reserved)	-	1
kernel Intel E7520/7320/7525 detected.<6>pci_hotplug : PCI Hot Plug PCI Core version : 0.5	-	4302
kernel <ffffffff802a095f>{sock_sendmsg+271} <ffffffff80132ffc>{__wake_up+54}	-	3
kernel MOSAL(1) : file_pgoff = 0x11aed	-	1
postfix/cleanup 39E66AC4078 : message-id = <20060518195323.39E66AC4078@tbird-#2124#>	-	1
MDT <*> : CP %SNMP-3-SNMP_AUTH_FAIL : SNMP Authentication failure for SNMP request from host <*>	-	172
postfix/cleanup A3A79F20126 : message-id = <20060426090102.A3A79F20126@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x19c10	-	3
postfix/cleanup AC4F9780076 : message-id = <20060627100345.A6278780092@#819#>	-	1
postfix/cleanup 80B45F2012E : message-id = <20060624185333.80B45F2012E@#56#.#207#>	-	1
ib_sm.test [INFO] : Transitioning to Master , DB was synchronized with previous Master Guid <*> : <*> : ad : <*> : <*> : <*> : <*> : <*>	-	1
kernel MOSAL(1) : file_pgoff = 0x2d3d4	-	1
kernel MOSAL(1) : file_pgoff = 0x2d73f	-	2
dhcpd DHCPDISCOVER from <*> : <*> : <*> : <*> <*> <*> <*> da via eth1	-	52
postfix/cleanup 14346F200A8 : message-id = <20060416162745.14346F200A8@#56#.#207#>	-	1
kernel MOSAL(1) : <*> : MOSAL_virt_to_phys_ex : cannot retrieve <*> : prot_ctx = USER , va = <*>	-	192384
kernel MOSAL(1) : file_pgoff = 0x553	-	1
PBS_Server Resource temporarily unavailable (11) in PBS_Server , pbs_server : another server running	-	1
network Bringing up interface <*> : succeeded	-	7415
postfix/cleanup CFC2CF20132 : message-id = <20060408213702.CFC2CF20132@#56#.#207#>	-	1
kernel Lustre : <*> : <*> : (recover.c : <*> : ptlrpc_set_import_active()) setting import <*> INACTIVE by administrator request	-	51
fsck [/sbin/fsck.ext3 (1) -- /tmp]	-	1010
kernel MOSAL(1) : file_pgoff = 0xb978	-	29
kernel MOSAL(1) : file_pgoff = 0x166a7	-	2
kernel MOSAL(1) : file_pgoff = 0x1e250	-	3
postfix/cleanup C9751F200A0 : message-id = <20060411151902.C9751F200A0@#56#.#207#>	-	1
kernel VIPKL(1) : mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/third_party/thca40000000000	-	1
postfix/cleanup 5D11BF200A9 : message-id = <20060423084419.5D11BF200A9@#56#.#207#>	-	1
ib_sm [INFO] : DB Cold synchronization elapsed time = <*>	-	120
kernel 00000101b7be8030 <*>	-	1
postfix/cleanup 6DB9CF20131 : message-id = <20060407185502.6DB9CF20131@#56#.#207#>	-	1
kernel < : ref_iobuf = <*>	-	1
